#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-26T12:26:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d3af12bb6e6	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/459/3939&tab:{J/MNRAS/459/3939/tabled1}&key:source=J/MNRAS/459/3939/tabled1&HTTPPRM:&
#-source=J/MNRAS/459/3939/tabled1
#-order=I
#-out=Name
#-out=Date
#-out=JD
#-out=l_mag
#-out=mag
#-out=e_mag
#-out=Filter
#-out=Tel
#

#RESOURCE=yCat_74593939
#Name: J/MNRAS/459/3939
#Title: Type II supernova light curves (Valenti+, 2016)
#Table	J_MNRAS_459_3939_tabled1:
#Name: J/MNRAS/459/3939/tabled1
#Title: Photometric Data for 12 SNe
#Column	Name	(A11)	SN name	[ucd=meta.id;meta.main]
#Column	Date	(A10)	Observation date	[ucd=time.epoch;obs]
#Column	JD	(F11.3)	Julian date	[ucd=time.epoch]
#Column	l_mag	(A1)	Limit flag on mag	[ucd=meta.code.error]
#Column	mag	(F6.3)	Magnitude in Filter (1)	[ucd=phot.mag]
#Column	e_mag	(F6.3)	? rms uncertainty on mag	[ucd=stat.error;phot.mag]
#Column	Filter	(A3)	Filter (2)	[ucd=meta.id;instr.filter]
#Column	Tel	(a9)	Telescope (3)	[ucd=meta.id;instr.tel]
Name	Date	JD	l_mag	mag	e_mag	Filter	Tel
ASASSN-14gm	2014-11-06	2456968.482	 	14.907	 0.113	V  	1m0-10
ASASSN-14gm	2014-11-06	2456968.495	 	15.087	 0.112	V  	1m0-10
ASASSN-14gm	2014-11-13	2456975.133	 	14.889	 0.082	V  	1m0-11
ASASSN-14gm	2014-11-13	2456975.134	 	14.901	 0.082	V  	1m0-11
ASASSN-14gm	2014-11-18	2456980.403	 	15.123	 0.074	V  	1m0-10
ASASSN-14gm	2014-11-18	2456980.403	 	15.149	 0.074	V  	1m0-10
ASASSN-14gm	2014-11-25	2456986.564	 	15.231	 0.074	V  	1m0-08
ASASSN-14gm	2014-11-25	2456986.565	 	15.213	 0.074	V  	1m0-08
ASASSN-14gm	2014-11-27	2456989.392	 	15.123	 0.098	V  	1m0-13
ASASSN-14gm	2014-11-27	2456989.393	 	15.122	 0.098	V  	1m0-13
ASASSN-14gm	2014-11-28	2456990.278	 	15.270	 0.082	V  	1m0-10
ASASSN-14gm	2014-11-28	2456990.279	 	15.267	 0.082	V  	1m0-10
ASASSN-14gm	2014-12-04	2456996.325	 	15.407	 0.081	V  	1m0-10
ASASSN-14gm	2014-12-04	2456996.326	 	15.389	 0.081	V  	1m0-10
ASASSN-14gm	2014-12-04	2456996.331	 	15.399	 0.081	V  	1m0-10
ASASSN-14gm	2014-12-04	2456996.332	 	15.447	 0.081	V  	1m0-10
ASASSN-14gm	2014-12-04	2456996.350	 	15.481	 0.082	V  	1m0-12
ASASSN-14gm	2014-12-04	2456996.351	 	15.425	 0.082	V  	1m0-12
ASASSN-14gm	2014-12-04	2456996.370	 	15.322	 0.082	V  	1m0-10
ASASSN-14gm	2014-12-09	2457000.623	 	15.559	 0.086	V  	1m0-05
ASASSN-14gm	2014-12-09	2457000.623	 	15.577	 0.086	V  	1m0-05
ASASSN-14gm	2014-12-12	2457004.333	 	15.631	 0.094	V  	1m0-13
ASASSN-14gm	2014-12-12	2457004.334	 	15.616	 0.094	V  	1m0-13
ASASSN-14gm	2014-12-16	2457008.046	 	15.932	 0.082	V  	1m0-11
ASASSN-14gm	2014-12-16	2457008.047	 	15.667	 0.089	V  	1m0-11
ASASSN-14gm	2014-12-20	2457011.981	 	16.195	 0.065	V  	1m0-11
ASASSN-14gm	2014-12-20	2457011.982	 	16.266	 0.065	V  	1m0-11
ASASSN-14gm	2014-12-24	2457015.927	 	16.331	 0.127	V  	1m0-11
ASASSN-14gm	2014-12-24	2457015.928	 	16.532	 0.078	V  	1m0-11
ASASSN-14gm	2014-12-30	2457021.929	 	17.005	 0.095	V  	1m0-03
ASASSN-14gm	2014-12-30	2457021.929	 	17.018	 0.094	V  	1m0-03
ASASSN-14gm	2015-01-02	2457024.980	 	17.014	 0.152	V  	1m0-03
ASASSN-14gm	2015-01-02	2457024.981	 	16.909	 0.137	V  	1m0-03
ASASSN-14gm	2015-01-03	2457026.299	 	16.825	 0.086	V  	1m0-10
ASASSN-14gm	2015-01-03	2457026.300	 	17.025	 0.084	V  	1m0-10
ASASSN-14gm	2015-01-05	2457028.332	 	17.109	 0.148	V  	1m0-12
ASASSN-14gm	2015-01-07	2457030.298	 	17.124	 0.079	V  	1m0-12
ASASSN-14gm	2015-01-07	2457030.299	 	17.166	 0.079	V  	1m0-12
ASASSN-14gm	2015-01-08	2457030.946	 	17.035	 0.078	V  	1m0-11
ASASSN-14gm	2015-01-08	2457030.948	 	17.114	 0.079	V  	1m0-11
ASASSN-14gm	2015-01-09	2457032.325	 	17.331	 0.077	V  	1m0-12
ASASSN-14gm	2015-01-09	2457032.326	 	17.184	 0.069	V  	1m0-12
ASASSN-14gm	2015-01-10	2457032.564	 	17.140	 0.088	V  	1m0-05
ASASSN-14gm	2015-01-10	2457032.565	 	17.111	 0.088	V  	1m0-05
ASASSN-14gm	2015-01-11	2457034.300	 	17.097	 0.080	V  	1m0-12
ASASSN-14gm	2015-01-11	2457034.302	 	17.264	 0.060	V  	1m0-12
ASASSN-14gm	2015-01-14	2457036.574	 	17.312	 0.070	V  	1m0-05
ASASSN-14gm	2015-01-14	2457036.576	 	17.248	 0.069	V  	1m0-05
ASASSN-14gm	2015-01-14	2457036.961	 	17.079	 0.124	V  	1m0-11
ASASSN-14gm	2015-01-14	2457036.962	 	17.008	 0.124	V  	1m0-11
ASASSN-14gm	2015-01-16	2457039.294	 	17.153	 0.089	V  	1m0-12
ASASSN-14gm	2015-01-16	2457039.296	 	17.150	 0.088	V  	1m0-12
ASASSN-14gm	2015-01-19	2457042.290	 	17.221	 0.080	V  	1m0-10
ASASSN-14gm	2015-01-22	2457045.291	 	17.219	 0.084	V  	1m0-10
ASASSN-14gm	2015-01-22	2457045.293	 	17.161	 0.085	V  	1m0-10
ASASSN-14gm	2015-01-27	2457049.532	 	17.362	 0.103	V  	1m0-05
ASASSN-14gm	2015-01-27	2457049.534	 	17.307	 0.107	V  	1m0-05
ASASSN-14gm	2015-01-28	2457050.589	 	17.186	 0.098	V  	1m0-08
ASASSN-14gm	2015-01-28	2457050.591	 	17.311	 0.096	V  	1m0-08
ASASSN-14gm	2015-01-29	2457051.584	 	17.271	 0.090	V  	1m0-08
ASASSN-14gm	2015-01-29	2457051.585	 	17.378	 0.087	V  	1m0-08
ASASSN-14gm	2015-02-11	2457065.277	 	17.483	 0.013	V  	1m0-12
ASASSN-14gm	2015-02-11	2457065.280	 	17.471	 0.013	V  	1m0-12
ASASSN-14gm	2015-02-18	2457071.576	 	17.304	 0.109	V  	1m0-08
ASASSN-14gm	2015-02-18	2457071.578	 	17.330	 0.108	V  	1m0-08
ASASSN-14gm	2015-02-20	2457073.577	 	17.375	 0.089	V  	1m0-08
ASASSN-14gm	2015-06-30	2457203.904	 	18.643	 0.057	V  	1m0-04
ASASSN-14gm	2015-06-30	2457203.908	 	18.534	 0.058	V  	1m0-04
ASASSN-14gm	2015-07-17	2457220.765	 	18.555	 0.059	V  	1m0-09
ASASSN-14gm	2015-07-17	2457220.769	 	18.544	 0.060	V  	1m0-09
ASASSN-14gm	2014-09-03	2456903.526	 	15.391	 0.047	bs 	Swift
ASASSN-14gm	2014-09-04	2456905.123	 	15.121	 0.050	bs 	Swift
ASASSN-14gm	2014-09-05	2456905.756	 	15.093	 0.049	bs 	Swift
ASASSN-14gm	2014-09-06	2456906.592	 	15.116	 0.050	bs 	Swift
ASASSN-14gm	2014-09-07	2456907.747	 	15.065	 0.050	bs 	Swift
ASASSN-14gm	2014-09-08	2456908.812	 	15.037	 0.050	bs 	Swift
ASASSN-14gm	2014-09-09	2456909.591	 	15.108	 0.049	bs 	Swift
ASASSN-14gm	2014-09-12	2456913.411	 	15.080	 0.048	bs 	Swift
ASASSN-14gm	2014-09-16	2456916.773	 	15.213	 0.048	bs 	Swift
ASASSN-14gm	2014-09-20	2456921.273	 	15.307	 0.048	bs 	Swift
ASASSN-14gm	2014-09-24	2456925.206	 	15.392	 0.052	bs 	Swift
ASASSN-14gm	2014-09-28	2456929.099	 	15.507	 0.050	bs 	Swift
ASASSN-14gm	2014-10-04	2456934.729	 	15.680	 0.048	bs 	Swift
ASASSN-14gm	2014-10-11	2456941.769	 	15.869	 0.048	bs 	Swift
ASASSN-14gm	2014-10-19	2456950.405	 	16.073	 0.051	bs 	Swift
ASASSN-14gm	2014-10-22	2456953.203	 	16.046	 0.088	bs 	Swift
ASASSN-14gm	2014-10-24	2456955.094	 	16.076	 0.050	bs 	Swift
ASASSN-14gm	2014-09-03	2456903.636	 	15.233	 0.077	g  	1m0-10
ASASSN-14gm	2014-09-03	2456903.639	 	15.212	 0.049	g  	1m0-10
ASASSN-14gm	2014-09-03	2456903.898	 	15.260	 0.041	g  	1m0-09
ASASSN-14gm	2014-09-03	2456903.901	 	15.218	 0.051	g  	1m0-09
ASASSN-14gm	2014-09-07	2456908.194	 	14.902	 0.070	g  	1m0-11
ASASSN-14gm	2014-09-07	2456908.197	 	14.905	 0.070	g  	1m0-11
ASASSN-14gm	2014-09-07	2456908.276	 	14.910	 0.081	g  	1m0-03
ASASSN-14gm	2014-09-07	2456908.279	 	14.917	 0.079	g  	1m0-03
ASASSN-14gm	2014-09-12	2456913.189	 	14.955	 0.066	g  	1m0-11
ASASSN-14gm	2014-09-12	2456913.192	 	14.945	 0.045	g  	1m0-11
ASASSN-14gm	2014-09-14	2456915.263	 	14.909	 0.084	g  	1m0-03
ASASSN-14gm	2014-09-14	2456915.266	 	14.928	 0.087	g  	1m0-03
ASASSN-14gm	2014-09-16	2456917.186	 	14.980	 0.056	g  	1m0-11
ASASSN-14gm	2014-09-16	2456917.189	 	14.957	 0.054	g  	1m0-11
ASASSN-14gm	2014-09-18	2456919.193	 	15.036	 0.078	g  	1m0-03
ASASSN-14gm	2014-09-18	2456919.195	 	15.010	 0.065	g  	1m0-03
ASASSN-14gm	2014-09-20	2456921.049	 	15.036	 0.093	g  	1m0-03
ASASSN-14gm	2014-09-20	2456921.052	 	14.971	 0.079	g  	1m0-03
ASASSN-14gm	2014-09-23	2456924.045	 	15.024	 0.047	g  	1m0-11
ASASSN-14gm	2014-09-23	2456924.048	 	15.026	 0.067	g  	1m0-11
ASASSN-14gm	2014-09-27	2456928.053	 	15.113	 0.049	g  	1m0-11
ASASSN-14gm	2014-09-27	2456928.055	 	15.103	 0.051	g  	1m0-11
ASASSN-14gm	2014-09-29	2456929.902	 	15.134	 0.051	g  	1m0-08
ASASSN-14gm	2014-09-29	2456929.904	 	15.146	 0.050	g  	1m0-08
ASASSN-14gm	2014-10-02	2456933.026	 	15.215	 0.056	g  	1m0-11
ASASSN-14gm	2014-10-02	2456933.029	 	15.197	 0.055	g  	1m0-11
ASASSN-14gm	2014-10-03	2456934.224	 	15.270	 0.053	g  	1m0-11
ASASSN-14gm	2014-10-09	2456940.193	 	15.209	 0.117	g  	1m0-11
ASASSN-14gm	2014-10-09	2456940.196	 	15.252	 0.078	g  	1m0-11
ASASSN-14gm	2014-10-13	2456944.335	 	15.395	 0.064	g  	1m0-12
ASASSN-14gm	2014-10-17	2456947.980	 	15.337	 0.057	g  	1m0-11
ASASSN-14gm	2014-10-17	2456947.983	 	15.351	 0.058	g  	1m0-11
ASASSN-14gm	2014-10-21	2456952.063	 	15.389	 0.037	g  	1m0-11
ASASSN-14gm	2014-10-21	2456952.065	 	15.371	 0.042	g  	1m0-11
ASASSN-14gm	2014-10-25	2456955.909	 	15.446	 0.069	g  	1m0-03
ASASSN-14gm	2014-10-25	2456955.910	 	15.444	 0.068	g  	1m0-03
ASASSN-14gm	2014-11-01	2456963.067	 	15.512	 0.075	g  	1m0-11
ASASSN-14gm	2014-11-01	2456963.069	 	15.483	 0.058	g  	1m0-11
ASASSN-14gm	2014-11-06	2456968.483	 	15.596	 0.055	g  	1m0-10
ASASSN-14gm	2014-11-06	2456968.485	 	15.489	 0.069	g  	1m0-10
ASASSN-14gm	2014-11-06	2456968.496	 	15.512	 0.062	g  	1m0-10
ASASSN-14gm	2014-11-06	2456968.498	 	15.536	 0.057	g  	1m0-10
ASASSN-14gm	2014-11-13	2456975.135	 	15.532	 0.081	g  	1m0-11
ASASSN-14gm	2014-11-18	2456980.404	 	15.630	 0.051	g  	1m0-10
ASASSN-14gm	2014-11-18	2456980.406	 	15.621	 0.058	g  	1m0-10
ASASSN-14gm	2014-11-25	2456986.566	 	15.762	 0.062	g  	1m0-08
ASASSN-14gm	2014-11-25	2456986.567	 	15.721	 0.043	g  	1m0-08
ASASSN-14gm	2014-11-27	2456989.394	 	15.694	 0.068	g  	1m0-13
ASASSN-14gm	2014-11-27	2456989.395	 	15.648	 0.049	g  	1m0-13
ASASSN-14gm	2014-11-28	2456990.280	 	15.774	 0.046	g  	1m0-10
ASASSN-14gm	2014-11-28	2456990.281	 	15.796	 0.035	g  	1m0-10
ASASSN-14gm	2014-12-04	2456996.327	 	15.963	 0.046	g  	1m0-10
ASASSN-14gm	2014-12-04	2456996.352	 	15.740	 0.068	g  	1m0-12
ASASSN-14gm	2014-12-04	2456996.354	 	16.009	 0.069	g  	1m0-12
ASASSN-14gm	2014-12-04	2456996.371	 	15.875	 0.050	g  	1m0-10
ASASSN-14gm	2014-12-04	2456996.372	 	15.893	 0.050	g  	1m0-10
ASASSN-14gm	2014-12-09	2457000.625	 	16.132	 0.076	g  	1m0-05
ASASSN-14gm	2014-12-09	2457000.626	 	16.117	 0.066	g  	1m0-05
ASASSN-14gm	2014-12-12	2457004.336	 	16.162	 0.066	g  	1m0-13
ASASSN-14gm	2014-12-12	2457004.337	 	16.167	 0.048	g  	1m0-13
ASASSN-14gm	2014-12-16	2457008.048	 	16.338	 0.062	g  	1m0-11
ASASSN-14gm	2014-12-20	2457011.983	 	16.507	 0.064	g  	1m0-11
ASASSN-14gm	2014-12-20	2457011.985	 	16.407	 0.092	g  	1m0-11
ASASSN-14gm	2014-12-24	2457015.929	 	17.168	 0.107	g  	1m0-11
ASASSN-14gm	2014-12-24	2457015.930	 	16.774	 0.093	g  	1m0-11
ASASSN-14gm	2014-12-30	2457021.930	 	17.602	 0.080	g  	1m0-03
ASASSN-14gm	2014-12-30	2457021.932	 	17.553	 0.063	g  	1m0-03
ASASSN-14gm	2015-01-02	2457024.983	 	17.478	 0.077	g  	1m0-03
ASASSN-14gm	2015-01-02	2457024.986	 	17.441	 0.087	g  	1m0-03
ASASSN-14gm	2015-01-03	2457026.302	 	17.553	 0.061	g  	1m0-10
ASASSN-14gm	2015-01-03	2457026.305	 	17.371	 0.059	g  	1m0-10
ASASSN-14gm	2015-01-05	2457028.335	 	17.718	 0.061	g  	1m0-12
ASASSN-14gm	2015-01-05	2457028.338	 	17.575	 0.063	g  	1m0-12
ASASSN-14gm	2015-01-07	2457030.301	 	17.658	 0.091	g  	1m0-12
ASASSN-14gm	2015-01-07	2457030.304	 	17.549	 0.152	g  	1m0-12
ASASSN-14gm	2015-01-08	2457030.950	 	17.663	 0.064	g  	1m0-11
ASASSN-14gm	2015-01-08	2457030.953	 	17.695	 0.066	g  	1m0-11
ASASSN-14gm	2015-01-09	2457032.331	 	17.686	 0.075	g  	1m0-12
ASASSN-14gm	2015-01-10	2457032.567	 	17.712	 0.066	g  	1m0-05
ASASSN-14gm	2015-01-10	2457032.570	 	17.766	 0.054	g  	1m0-05
ASASSN-14gm	2015-01-11	2457034.303	 	17.644	 0.059	g  	1m0-12
ASASSN-14gm	2015-01-11	2457034.306	 	17.702	 0.057	g  	1m0-12
ASASSN-14gm	2015-01-14	2457036.577	 	17.715	 0.080	g  	1m0-05
ASASSN-14gm	2015-01-14	2457036.580	 	17.724	 0.077	g  	1m0-05
ASASSN-14gm	2015-01-14	2457036.964	 	17.589	 0.057	g  	1m0-11
ASASSN-14gm	2015-01-15	2457037.937	 	17.733	 0.062	g  	1m0-11
ASASSN-14gm	2015-01-15	2457037.940	 	17.711	 0.059	g  	1m0-11
ASASSN-14gm	2015-01-16	2457039.297	 	17.678	 0.075	g  	1m0-12
ASASSN-14gm	2015-01-16	2457039.300	 	17.796	 0.073	g  	1m0-12
ASASSN-14gm	2015-01-19	2457042.295	 	17.677	 0.039	g  	1m0-10
ASASSN-14gm	2015-01-22	2457045.295	 	17.732	 0.052	g  	1m0-10
ASASSN-14gm	2015-01-22	2457045.298	 	17.794	 0.044	g  	1m0-10
ASASSN-14gm	2015-01-28	2457050.593	 	17.727	 0.071	g  	1m0-08
ASASSN-14gm	2015-01-28	2457050.595	 	17.768	 0.072	g  	1m0-08
ASASSN-14gm	2015-01-29	2457051.587	 	17.763	 0.104	g  	1m0-08
ASASSN-14gm	2015-01-29	2457051.590	 	17.874	 0.068	g  	1m0-08
ASASSN-14gm	2015-02-11	2457064.576	 	17.766	 0.079	g  	1m0-08
ASASSN-14gm	2015-02-11	2457064.579	 	17.697	 0.072	g  	1m0-08
ASASSN-14gm	2015-06-30	2457203.913	 	18.699	 0.093	g  	1m0-04
ASASSN-14gm	2015-06-30	2457203.918	 	18.762	 0.086	g  	1m0-04
ASASSN-14gm	2015-07-17	2457220.760	 	18.730	 0.054	g  	1m0-04
ASASSN-14gm	2015-07-17	2457220.765	 	18.672	 0.059	g  	1m0-04
ASASSN-14gm	2014-09-03	2456903.645	 	15.499	 0.050	i  	1m0-10
ASASSN-14gm	2014-09-03	2456903.646	 	15.479	 0.051	i  	1m0-10
ASASSN-14gm	2014-09-03	2456903.910	 	15.429	 0.034	i  	1m0-09
ASASSN-14gm	2014-09-03	2456903.912	 	15.430	 0.034	i  	1m0-09
ASASSN-14gm	2014-09-07	2456908.203	 	14.873	 0.031	i  	1m0-11
ASASSN-14gm	2014-09-07	2456908.284	 	14.857	 0.031	i  	1m0-03
ASASSN-14gm	2014-09-07	2456908.286	 	14.896	 0.031	i  	1m0-03
ASASSN-14gm	2014-09-12	2456913.198	 	14.919	 0.028	i  	1m0-11
ASASSN-14gm	2014-09-12	2456913.199	 	14.868	 0.028	i  	1m0-11
ASASSN-14gm	2014-09-14	2456915.272	 	14.868	 0.070	i  	1m0-03
ASASSN-14gm	2014-09-14	2456915.273	 	14.917	 0.069	i  	1m0-03
ASASSN-14gm	2014-09-16	2456917.194	 	14.846	 0.040	i  	1m0-11
ASASSN-14gm	2014-09-16	2456917.196	 	14.819	 0.040	i  	1m0-11
ASASSN-14gm	2014-09-18	2456919.201	 	14.862	 0.066	i  	1m0-03
ASASSN-14gm	2014-09-18	2456919.203	 	14.847	 0.066	i  	1m0-03
ASASSN-14gm	2014-09-20	2456921.058	 	14.860	 0.064	i  	1m0-03
ASASSN-14gm	2014-09-20	2456921.059	 	14.897	 0.064	i  	1m0-03
ASASSN-14gm	2014-09-23	2456924.054	 	14.759	 0.054	i  	1m0-11
ASASSN-14gm	2014-09-23	2456924.055	 	14.716	 0.054	i  	1m0-11
ASASSN-14gm	2014-09-27	2456928.061	 	14.801	 0.038	i  	1m0-11
ASASSN-14gm	2014-09-27	2456928.063	 	14.770	 0.038	i  	1m0-11
ASASSN-14gm	2014-09-29	2456929.910	 	14.750	 0.040	i  	1m0-08
ASASSN-14gm	2014-09-29	2456929.912	 	14.747	 0.040	i  	1m0-08
ASASSN-14gm	2014-10-02	2456933.035	 	14.768	 0.040	i  	1m0-11
ASASSN-14gm	2014-10-02	2456933.036	 	14.767	 0.040	i  	1m0-11
ASASSN-14gm	2014-10-03	2456934.230	 	14.764	 0.043	i  	1m0-11
ASASSN-14gm	2014-10-03	2456934.232	 	14.786	 0.043	i  	1m0-11
ASASSN-14gm	2014-10-09	2456940.202	 	14.744	 0.038	i  	1m0-11
ASASSN-14gm	2014-10-09	2456940.204	 	14.711	 0.038	i  	1m0-11
ASASSN-14gm	2014-10-13	2456944.343	 	14.751	 0.055	i  	1m0-12
ASASSN-14gm	2014-10-13	2456944.345	 	14.793	 0.055	i  	1m0-12
ASASSN-14gm	2014-10-17	2456947.989	 	14.769	 0.040	i  	1m0-11
ASASSN-14gm	2014-10-17	2456947.990	 	14.766	 0.040	i  	1m0-11
ASASSN-14gm	2014-10-21	2456952.071	 	14.753	 0.031	i  	1m0-11
ASASSN-14gm	2014-10-21	2456952.073	 	14.689	 0.031	i  	1m0-11
ASASSN-14gm	2014-10-25	2456955.914	 	14.719	 0.052	i  	1m0-03
ASASSN-14gm	2014-10-25	2456955.914	 	14.729	 0.052	i  	1m0-03
ASASSN-14gm	2014-11-01	2456963.072	 	14.675	 0.046	i  	1m0-11
ASASSN-14gm	2014-11-01	2456963.073	 	14.740	 0.046	i  	1m0-11
ASASSN-14gm	2014-11-06	2456968.488	 	14.787	 0.045	i  	1m0-10
ASASSN-14gm	2014-11-06	2456968.489	 	14.729	 0.044	i  	1m0-10
ASASSN-14gm	2014-11-07	2456968.502	 	14.701	 0.047	i  	1m0-10
ASASSN-14gm	2014-11-07	2456968.503	 	14.724	 0.044	i  	1m0-10
ASASSN-14gm	2014-11-13	2456975.141	 	14.828	 0.055	i  	1m0-11
ASASSN-14gm	2014-11-18	2456980.409	 	14.873	 0.045	i  	1m0-10
ASASSN-14gm	2014-11-18	2456980.410	 	14.786	 0.039	i  	1m0-10
ASASSN-14gm	2014-11-25	2456986.570	 	14.851	 0.045	i  	1m0-08
ASASSN-14gm	2014-11-25	2456986.571	 	14.848	 0.044	i  	1m0-08
ASASSN-14gm	2014-11-27	2456989.399	 	14.812	 0.046	i  	1m0-13
ASASSN-14gm	2014-11-28	2456990.285	 	14.923	 0.035	i  	1m0-10
ASASSN-14gm	2014-11-28	2456990.285	 	14.934	 0.034	i  	1m0-10
ASASSN-14gm	2014-12-04	2456996.357	 	14.957	 0.040	i  	1m0-12
ASASSN-14gm	2014-12-04	2456996.376	 	14.889	 0.039	i  	1m0-10
ASASSN-14gm	2014-12-09	2457000.629	 	15.052	 0.041	i  	1m0-05
ASASSN-14gm	2014-12-09	2457000.630	 	15.082	 0.041	i  	1m0-05
ASASSN-14gm	2014-12-12	2457004.341	 	15.118	 0.033	i  	1m0-13
ASASSN-14gm	2014-12-12	2457004.342	 	15.096	 0.033	i  	1m0-13
ASASSN-14gm	2014-12-16	2457008.053	 	15.415	 0.057	i  	1m0-11
ASASSN-14gm	2014-12-16	2457008.054	 	15.284	 0.060	i  	1m0-11
ASASSN-14gm	2014-12-20	2457011.988	 	15.563	 0.039	i  	1m0-11
ASASSN-14gm	2014-12-20	2457011.989	 	15.530	 0.042	i  	1m0-11
ASASSN-14gm	2014-12-24	2457015.934	 	15.729	 0.048	i  	1m0-11
ASASSN-14gm	2014-12-24	2457015.935	 	15.922	 0.043	i  	1m0-11
ASASSN-14gm	2014-12-30	2457021.935	 	16.330	 0.049	i  	1m0-03
ASASSN-14gm	2014-12-30	2457021.936	 	16.385	 0.050	i  	1m0-03
ASASSN-14gm	2015-01-02	2457024.992	 	16.416	 0.065	i  	1m0-03
ASASSN-14gm	2015-01-02	2457024.994	 	16.356	 0.059	i  	1m0-03
ASASSN-14gm	2015-01-03	2457026.311	 	16.419	 0.046	i  	1m0-10
ASASSN-14gm	2015-01-05	2457028.345	 	16.408	 0.046	i  	1m0-12
ASASSN-14gm	2015-01-05	2457028.346	 	16.527	 0.047	i  	1m0-12
ASASSN-14gm	2015-01-08	2457030.959	 	16.476	 0.059	i  	1m0-11
ASASSN-14gm	2015-01-08	2457030.961	 	16.518	 0.055	i  	1m0-11
ASASSN-14gm	2015-01-10	2457032.577	 	16.481	 0.034	i  	1m0-05
ASASSN-14gm	2015-01-10	2457032.578	 	16.538	 0.035	i  	1m0-05
ASASSN-14gm	2015-01-11	2457034.313	 	16.347	 0.044	i  	1m0-12
ASASSN-14gm	2015-01-11	2457034.315	 	16.531	 0.038	i  	1m0-12
ASASSN-14gm	2015-01-14	2457036.587	 	16.614	 0.062	i  	1m0-05
ASASSN-14gm	2015-01-15	2457037.946	 	16.585	 0.050	i  	1m0-11
ASASSN-14gm	2015-01-15	2457037.948	 	16.622	 0.046	i  	1m0-11
ASASSN-14gm	2015-01-16	2457039.307	 	16.597	 0.052	i  	1m0-12
ASASSN-14gm	2015-01-16	2457039.308	 	16.559	 0.051	i  	1m0-12
ASASSN-14gm	2015-01-19	2457042.302	 	16.496	 0.057	i  	1m0-10
ASASSN-14gm	2015-01-19	2457042.303	 	16.555	 0.056	i  	1m0-10
ASASSN-14gm	2015-01-22	2457045.304	 	16.562	 0.051	i  	1m0-10
ASASSN-14gm	2015-01-22	2457045.306	 	16.659	 0.052	i  	1m0-10
ASASSN-14gm	2015-01-28	2457050.602	 	16.652	 0.052	i  	1m0-08
ASASSN-14gm	2015-01-29	2457051.597	 	16.768	 0.059	i  	1m0-08
ASASSN-14gm	2015-01-29	2457051.598	 	16.666	 0.061	i  	1m0-08
ASASSN-14gm	2015-02-11	2457064.588	 	16.794	 0.059	i  	1m0-08
ASASSN-14gm	2015-02-11	2457064.591	 	16.812	 0.058	i  	1m0-08
ASASSN-14gm	2015-06-04	2457177.924	 	18.017	 0.078	i  	1m0-05
ASASSN-14gm	2015-06-04	2457177.928	 	18.269	 0.112	i  	1m0-05
ASASSN-14gm	2015-06-22	2457196.295	 	18.023	 0.081	i  	1m0-11
ASASSN-14gm	2015-06-22	2457196.302	 	18.053	 0.081	i  	1m0-11
ASASSN-14gm	2015-06-30	2457203.931	 	18.237	 0.061	i  	1m0-04
ASASSN-14gm	2015-06-30	2457203.935	 	18.150	 0.062	i  	1m0-04
ASASSN-14gm	2015-07-17	2457220.779	 	18.049	 0.041	i  	1m0-04
ASASSN-14gm	2015-07-17	2457220.783	 	18.085	 0.041	i  	1m0-04
ASASSN-14gm	2014-09-03	2456903.641	 	15.361	 0.050	r  	1m0-10
ASASSN-14gm	2014-09-03	2456903.643	 	15.354	 0.041	r  	1m0-10
ASASSN-14gm	2014-09-03	2456903.905	 	15.351	 0.036	r  	1m0-09
ASASSN-14gm	2014-09-03	2456903.908	 	15.344	 0.036	r  	1m0-09
ASASSN-14gm	2014-09-07	2456908.200	 	14.805	 0.031	r  	1m0-11
ASASSN-14gm	2014-09-07	2456908.201	 	14.788	 0.031	r  	1m0-11
ASASSN-14gm	2014-09-07	2456908.281	 	14.812	 0.057	r  	1m0-03
ASASSN-14gm	2014-09-07	2456908.283	 	14.793	 0.059	r  	1m0-03
ASASSN-14gm	2014-09-12	2456913.194	 	14.767	 0.028	r  	1m0-11
ASASSN-14gm	2014-09-12	2456913.196	 	14.777	 0.033	r  	1m0-11
ASASSN-14gm	2014-09-14	2456915.268	 	14.735	 0.069	r  	1m0-03
ASASSN-14gm	2014-09-14	2456915.270	 	14.728	 0.069	r  	1m0-03
ASASSN-14gm	2014-09-16	2456917.191	 	14.652	 0.040	r  	1m0-11
ASASSN-14gm	2014-09-16	2456917.193	 	14.703	 0.037	r  	1m0-11
ASASSN-14gm	2014-09-18	2456919.198	 	14.788	 0.065	r  	1m0-03
ASASSN-14gm	2014-09-18	2456919.199	 	14.789	 0.066	r  	1m0-03
ASASSN-14gm	2014-09-20	2456921.055	 	14.694	 0.064	r  	1m0-03
ASASSN-14gm	2014-09-20	2456921.056	 	14.709	 0.064	r  	1m0-03
ASASSN-14gm	2014-09-23	2456924.051	 	14.704	 0.053	r  	1m0-11
